Date,Year,Month,Day,Weekday,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2015-03-11,2015,3,11,Wednesday,41.290000915527344,40.59000015258789,40.849998474121094,3883500.0,35.26298141479492,-0.0004893763911032467,35.36657197134836,35.79321517944336
2015-03-12,2015,3,12,Thursday,41.47999954223633,40.65999984741211,41.41999816894531,2999600.0,35.755027770996094,0.013953623217880518,35.392469133649556,35.789051895141604
2015-03-13,2015,3,13,Friday,41.45000076293945,40.880001068115234,41.130001068115234,3108000.0,35.50469970703125,-0.007001198980130741,35.4436468396868,35.77867980957031
2015-03-16,2015,3,16,Monday,41.529998779296875,41.0099983215332,41.27000045776367,3274300.0,35.62554168701172,0.0034035488534644998,35.5250369480678,35.767976684570314
2015-03-17,2015,3,17,Tuesday,41.380001068115234,40.970001220703125,41.279998779296875,2263500.0,35.634178161621094,0.00024242367134363896,35.58608027866909,35.7576180267334
2015-03-18,2015,3,18,Wednesday,42.47999954223633,40.90999984741211,42.33000183105469,5149600.0,36.54056930541992,0.025436005278074214,35.70693261282785,35.76072563171387
2015-03-19,2015,3,19,Thursday,43.0,42.0,42.77000045776367,5153800.0,36.920387268066406,0.010394418310011089,35.779074260166716,35.7810977935791
2015-03-20,2015,3,20,Friday,43.41999816894531,42.63999938964844,43.15999984741211,6628700.0,37.257057189941406,0.009118807975402765,35.88697896684919,35.773501510620115
2015-03-23,2015,3,23,Monday,43.790000915527344,43.0,43.45000076293945,3539700.0,37.50738525390625,0.006718943546417,35.977618081229075,35.77954414367676
2015-03-24,2015,3,24,Tuesday,43.7400016784668,43.130001068115234,43.20000076293945,4745800.0,37.29158020019531,-0.0057536683042564984,36.04975945608957,35.79991630554199
2015-03-25,2015,3,25,Wednesday,43.290000915527344,42.47999954223633,42.5,3162900.0,36.687313079833984,-0.01620384861991353,36.11573464529855,35.80423240661621
2015-03-26,2015,3,26,Thursday,42.599998474121094,41.959999084472656,42.400001525878906,2575600.0,36.60099792480469,-0.002352724900879788,36.2193227495466,35.81821678161621
2015-03-27,2015,3,27,Friday,42.869998931884766,42.33000183105469,42.84000015258789,2614300.0,36.980812072753906,0.01037715279592999,36.34634126935686,35.84497673034668
2015-03-30,2015,3,30,Monday,43.369998931884766,42.790000915527344,43.130001068115234,2147700.0,37.23115539550781,0.0067695463869585915,36.48569188799177,35.8936629486084
2015-03-31,2015,3,31,Tuesday,43.900001525878906,42.95000076293945,43.33000183105469,2724800.0,37.403804779052734,0.004637228732518928,36.638607842581614,35.942521743774414
2015-04-01,2015,4,1,Wednesday,43.290000915527344,42.18000030517578,42.540000915527344,4078800.0,36.72184753417969,-0.01823229612338695,36.70766639709473,35.9791227722168
2015-04-02,2015,4,2,Thursday,42.779998779296875,42.16999816894531,42.52000045776367,2541400.0,36.70458984375,-0.0004699570307192813,36.79337283543178,36.00191207885742
2015-04-06,2015,4,6,Monday,43.25,42.13999938964844,42.93000030517578,3533000.0,37.26005935668945,0.01513351641590499,36.910124097551616,36.0201001739502
2015-04-07,2015,4,7,Tuesday,42.90999984741211,42.290000915527344,42.33000183105469,2506800.0,36.73930358886719,-0.01397624632953709,36.989061628069194,36.02631927490234
2015-04-08,2015,4,8,Wednesday,43.119998931884766,42.22999954223633,42.40999984741211,2576100.0,36.8087272644043,0.0018896295997876678,37.00821576799665,36.03099197387695
2015-04-09,2015,4,9,Thursday,42.95000076293945,42.09000015258789,42.72999954223633,3138500.0,37.08646011352539,0.0075452988940933885,37.02007811410086,36.03724838256836
2015-04-10,2015,4,10,Friday,42.150001525878906,41.0099983215332,41.13999938964844,6085200.0,35.70646667480469,-0.03721016873803551,36.90932164873396,36.021084213256835
2015-04-13,2015,4,13,Monday,41.290000915527344,40.58000183105469,41.06999969482422,3576000.0,35.64571762084961,-0.0017013459917035734,36.77634538922991,36.00370506286621
2015-04-14,2015,4,14,Tuesday,41.25,40.77000045776367,41.150001525878906,2468400.0,35.715145111083984,0.001947709146238763,36.66374288286482,36.00687835693359
2015-04-15,2015,4,15,Wednesday,41.41999816894531,40.9900016784668,41.060001373291016,2207700.0,35.63703918457031,-0.0021869133184463374,36.58872331891741,36.008662109375
2015-04-16,2015,4,16,Thursday,41.290000915527344,40.900001525878906,40.95000076293945,1524800.0,35.541568756103516,-0.0026789663409561015,36.51304980686733,35.99092651367187
2015-04-17,2015,4,17,Friday,40.95000076293945,40.59000015258789,40.630001068115234,4039200.0,35.263832092285156,-0.007814417695636067,36.39040837969099,35.96780876159668
2015-04-20,2015,4,20,Monday,40.849998474121094,40.33000183105469,40.599998474121094,3073700.0,35.23778533935547,-0.0007386251403852517,36.248024804251536,35.95608276367187
2015-04-21,2015,4,21,Tuesday,40.75,40.20000076293945,40.61000061035156,2556200.0,35.2464714050293,0.00024649862612480256,36.09392956324986,35.93952377319336
2015-04-22,2015,4,22,Wednesday,40.83000183105469,40.560001373291016,40.70000076293945,1808000.0,35.3245849609375,0.0022162092485960017,35.99412509373256,35.936439514160156
2015-04-23,2015,4,23,Thursday,41.2599983215332,40.650001525878906,41.220001220703125,1943700.0,35.775909423828125,0.012776497257921182,35.927790778023855,35.94790664672851
2015-04-24,2015,4,24,Friday,41.279998779296875,40.70000076293945,40.86000061035156,1693600.0,35.46344757080078,-0.008733861921598862,35.799461364746094,35.94518257141113
2015-04-27,2015,4,27,Monday,40.880001068115234,39.939998626708984,39.959999084472656,4512900.0,34.68231201171875,-0.02202649805895318,35.65253339494978,35.92113868713379
2015-04-28,2015,4,28,Tuesday,40.08000183105469,39.459999084472656,39.91999816894531,3147700.0,34.6475944519043,-0.001001016304873814,35.49816676548549,35.9027880859375
2015-04-29,2015,4,29,Wednesday,39.86000061035156,39.369998931884766,39.66999816894531,4673300.0,34.43062210083008,-0.006262263066355356,35.30846405029297,35.88510482788086
2015-04-30,2015,4,30,Thursday,39.849998474121094,39.400001525878906,39.63999938964844,3477200.0,34.40457534790039,-0.0007564996314446404,35.21547181265695,35.87138954162597
2015-05-01,2015,5,1,Friday,40.2599983215332,39.72999954223633,40.15999984741211,2256100.0,34.85590362548828,0.013118263283997678,35.159056527274,35.85944961547852
2015-05-04,2015,5,4,Monday,40.290000915527344,39.97999954223633,40.060001373291016,1766600.0,34.769107818603516,-0.002490132168637804,35.09148243495396,35.846982421875
2015-05-05,2015,5,5,Tuesday,40.0,39.20000076293945,39.36000061035156,3289900.0,34.161556243896484,-0.017473890267093783,34.9860907963344,35.83444931030274
2015-05-06,2015,5,6,Wednesday,39.93000030517578,39.09000015258789,39.68000030517578,3383900.0,34.43929672241211,0.008130205677185698,34.90735707964216,35.83351364135742
2015-05-07,2015,5,7,Thursday,40.130001068115234,39.33000183105469,40.040000915527344,2816700.0,34.75175094604492,0.009072607555004941,34.870779854910715,35.83295722961426
2015-05-08,2015,5,8,Friday,40.63999938964844,39.5,39.61000061035156,5465500.0,34.378536224365234,-0.010739450862753186,34.8094049181257,35.82355522155762
2015-05-11,2015,5,11,Monday,40.06999969482422,39.52000045776367,39.869998931884766,3123800.0,34.60420227050781,0.0065641551655897246,34.763528551374165,35.79743118286133
2015-05-12,2015,5,12,Tuesday,38.95000076293945,38.209999084472656,38.36000061035156,12202000.0,33.29363250732422,-0.0378731390175856,34.618460518973215,35.748376007080076
2015-05-13,2015,5,13,Wednesday,38.70000076293945,38.220001220703125,38.56999969482422,4015700.0,33.475894927978516,0.005474392757059521,34.45417376926967,35.69312515258789
2015-05-14,2015,5,14,Thursday,38.70000076293945,38.09000015258789,38.15999984741211,5776200.0,33.120052337646484,-0.010629815606053472,34.28678839547293,35.62989418029785
2015-05-15,2015,5,15,Friday,38.900001525878906,38.16999816894531,38.88999938964844,3980900.0,33.753631591796875,0.019129778168563538,34.22045407976423,35.58969360351563
2015-05-18,2015,5,18,Monday,39.459999084472656,38.97999954223633,39.25,4175900.0,34.06609344482422,0.00925713288591079,34.17891829354422,35.56800018310547
2015-05-19,2015,5,19,Tuesday,39.290000915527344,38.529998779296875,38.619998931884766,4814400.0,33.51929473876953,-0.016051112727096806,34.113823481968474,35.53433502197266
2015-05-20,2015,5,20,Wednesday,38.79999923706055,38.41999816894531,38.66999816894531,4657500.0,33.56269073486328,0.0012946571946681473,34.053688866751536,35.49998390197754
2015-05-21,2015,5,21,Thursday,38.83000183105469,38.38999938964844,38.560001373291016,7515000.0,33.467220306396484,-0.0028445403624217658,33.95449720110212,35.46406867980957
2015-05-22,2015,5,22,Friday,38.83000183105469,37.849998474121094,38.0099983215332,5849800.0,32.9898567199707,-0.014263616220751563,33.82740783691406,35.40876525878906
2015-05-26,2015,5,26,Tuesday,38.189998626708984,37.79999923706055,37.86000061035156,3207400.0,32.859676361083984,-0.003946072272812073,33.73441641671317,35.35586479187012
2015-05-27,2015,5,27,Wednesday,38.130001068115234,37.709999084472656,37.939998626708984,3408500.0,32.929107666015625,0.00211296374829395,33.62654576982771,35.301936111450196
2015-05-28,2015,5,28,Thursday,38.65999984741211,37.91999816894531,38.5,6248400.0,33.41514205932617,0.014760023206221273,33.53107370649065,35.257555389404295
2015-05-29,2015,5,29,Friday,38.66999816894531,38.2400016784668,38.33000183105469,5534600.0,33.26759719848633,-0.004415509010193275,33.451720918927876,35.19209594726563
2015-06-01,2015,6,1,Monday,38.400001525878906,37.54999923706055,37.880001068115234,4633300.0,32.87704086303711,-0.011739842018617108,33.32835224696568,35.11122901916504
2015-06-02,2015,6,2,Tuesday,38.040000915527344,37.54999923706055,37.61000061035156,3343900.0,32.64269256591797,-0.007128022807630918,33.281856536865234,35.018941726684574
2015-06-03,2015,6,3,Wednesday,38.29999923706055,37.619998931884766,38.279998779296875,4359800.0,33.22419738769531,0.01781424190431191,33.26387814113072,34.933277969360354
2015-06-04,2015,6,4,Thursday,38.70000076293945,37.91999816894531,38.59000015258789,4748800.0,33.493255615234375,0.008098261167889254,33.29053551810129,34.857311477661135
2015-06-05,2015,6,5,Friday,38.79999923706055,37.88999938964844,38.220001220703125,5106100.0,33.172122955322266,-0.009587979848875716,33.24899918692453,34.7870076751709
2015-06-08,2015,6,8,Monday,38.38999938964844,37.95000076293945,37.95000076293945,2093600.0,32.93778991699219,-0.007064155605768341,33.16840607779367,34.71374351501465
2015-06-09,2015,6,9,Tuesday,38.15999984741211,37.5,37.52000045776367,2533500.0,32.564571380615234,-0.011331013322919192,33.10021155221121,34.625418701171874
2015-06-10,2015,6,10,Wednesday,37.869998931884766,37.58000183105469,37.709999084472656,4558000.0,32.729496002197266,0.005064541450719329,33.040697642735076,34.53538551330566
2015-06-11,2015,6,11,Thursday,38.560001373291016,37.77000045776367,38.439998626708984,3336900.0,33.36307144165039,0.019357934488529516,33.03325843811035,34.454570846557615
2015-06-12,2015,6,12,Friday,38.459999084472656,37.689998626708984,38.279998779296875,3712900.0,33.22419738769531,-0.004162508065180925,33.04999705723354,34.38461784362793
2015-06-15,2015,6,15,Monday,38.380001068115234,37.959999084472656,38.20000076293945,2341600.0,33.15476989746094,-0.002089666438716997,33.07107516697475,34.31362144470215
2015-06-16,2015,6,16,Tuesday,38.869998931884766,38.029998779296875,38.75,6970100.0,33.63212203979492,0.014397691306871074,33.121290479387554,34.24106269836426
2015-06-17,2015,6,17,Wednesday,38.959999084472656,38.13999938964844,38.52000045776367,5765800.0,33.43250274658203,-0.00593537609600403,33.12253052847726,34.174926681518556
2015-06-18,2015,6,18,Thursday,39.0,38.54999923706055,38.97999954223633,2756800.0,33.83174514770508,0.011941744360250306,33.16282681056431,34.11538703918457
2015-06-19,2015,6,19,Friday,38.970001220703125,38.68000030517578,38.81999969482422,3530900.0,33.692874908447266,-0.004104731773413528,33.221100670950754,34.047515335083006
2015-06-22,2015,6,22,Monday,39.25,38.849998474121094,39.220001220703125,4492600.0,34.0400505065918,0.010304125103242301,33.32091195242746,34.01418701171875
2015-06-23,2015,6,23,Tuesday,39.59000015258789,38.91999816894531,39.13999938964844,3292700.0,33.970611572265625,-0.0020399186632441557,33.37422725132534,33.98068489074707
2015-06-24,2015,6,24,Wednesday,39.400001525878906,38.88999938964844,38.93000030517578,2238400.0,33.788352966308594,-0.005365184714714699,33.39530563354492,33.942149047851565
2015-06-25,2015,6,25,Thursday,39.150001525878906,38.7599983215332,38.7599983215332,2513100.0,33.64080047607422,-0.004366963088775155,33.42878259931292,33.90222427368164
2015-06-26,2015,6,26,Friday,39.2400016784668,38.72999954223633,38.880001068115234,3160700.0,33.74495315551758,0.003096022626376982,33.486437116350444,33.86629196166992
2015-06-29,2015,6,29,Monday,38.959999084472656,38.0099983215332,38.04999923706055,4361500.0,33.024574279785156,-0.021347751541170412,33.51929446629116,33.82150680541992
2015-06-30,2015,6,30,Tuesday,38.45000076293945,38.099998474121094,38.16999816894531,2689800.0,33.12872314453125,0.0031536777389995496,33.54781069074358,33.779325561523436
2015-07-01,2015,7,1,Wednesday,38.45000076293945,38.0,38.45000076293945,2794100.0,33.37174606323242,0.007335716430751926,33.54843030657087,33.7418310546875
2015-07-02,2015,7,2,Thursday,39.0,38.400001525878906,38.619998931884766,2136200.0,33.51929473876953,0.0044213651649374075,33.56950868879046,33.70572525024414
2015-07-06,2015,7,6,Monday,38.93000030517578,38.130001068115234,38.540000915527344,2472000.0,33.650264739990234,0.003907301816503228,33.60490117754255,33.663212356567385
2015-07-07,2015,7,7,Tuesday,39.0,38.349998474121094,38.970001220703125,2863400.0,34.02571105957031,0.011157306561511149,33.63301467895508,33.63445762634277
2015-07-08,2015,7,8,Wednesday,38.93000030517578,38.36000061035156,38.380001068115234,2709500.0,33.510562896728516,-0.015139967595090176,33.638590403965544,33.61102264404297
2015-07-09,2015,7,9,Thursday,38.7599983215332,37.7599983215332,37.779998779296875,4003800.0,32.98668670654297,-0.015633165930396542,33.578229086739675,33.577804489135744
2015-07-10,2015,7,10,Friday,37.75,36.83000183105469,37.58000183105469,9841900.0,32.81205749511719,-0.005293930032419514,33.515313557216096,33.54543319702148
2015-07-13,2015,7,13,Monday,38.0099983215332,37.4900016784668,37.709999084472656,2988300.0,32.925567626953125,0.0034594030518455554,33.43570763724191,33.51585304260254
2015-07-14,2015,7,14,Tuesday,38.04999923706055,37.77000045776367,37.79999923706055,2127200.0,33.004150390625,0.0023866790866666765,33.36667469569615,33.47881797790527
2015-07-15,2015,7,15,Wednesday,37.869998931884766,37.619998931884766,37.790000915527344,2024400.0,32.995426177978516,-0.00026433683470794556,33.310037067958284,33.443344345092775
2015-07-16,2015,7,16,Thursday,38.20000076293945,37.61000061035156,38.09000015258789,2598200.0,33.25735855102539,0.007938444911546272,33.282648359026226,33.425260391235355
2015-07-17,2015,7,17,Friday,38.119998931884766,37.54999923706055,37.63999938964844,2196700.0,32.86444091796875,-0.011814457015694835,33.21975462777274,33.39376327514648
2015-07-20,2015,7,20,Monday,37.79999923706055,37.54999923706055,37.61000061035156,1672500.0,32.8382568359375,-0.0007967298788561505,33.20644623892648,33.35549339294434
2015-07-21,2015,7,21,Tuesday,37.66999816894531,36.68000030517578,36.93000030517578,4447300.0,32.244529724121094,-0.018080348015508618,33.14328956604004,33.31281326293945
2015-07-22,2015,7,22,Wednesday,36.880001068115234,35.970001220703125,36.150001525878906,9761900.0,31.563493728637695,-0.021120977769259808,33.01412868499756,33.251999092102054
2015-07-23,2015,7,23,Thursday,37.11000061035156,36.2400016784668,36.40999984741211,4584600.0,31.790502548217773,0.007192132199678181,32.89064352852957,33.22193649291992
2015-07-24,2015,7,24,Friday,36.36000061035156,35.84000015258789,35.97999954223633,3637500.0,31.415058135986328,-0.011809955242512937,32.730985913957866,33.18071975708008
2015-07-27,2015,7,27,Monday,36.349998474121094,35.66999816894531,36.220001220703125,5948900.0,31.624616622924805,0.006670638202589396,32.559479168483186,33.15081104278565
2015-07-28,2015,7,28,Tuesday,36.43000030517578,35.58000183105469,36.0099983215332,3800500.0,31.44124984741211,-0.005798229199078131,32.411671093532014,33.10456340789795
2015-07-29,2015,7,29,Wednesday,36.29999923706055,35.83000183105469,36.20000076293945,2074300.0,31.607149124145508,0.00527648479429188,32.31313269478934,33.05538452148438
2015-07-30,2015,7,30,Thursday,36.11000061035156,35.70000076293945,36.04999923706055,2153000.0,31.476192474365234,-0.0041432604144684415,32.21771376473563,33.01452247619629
2015-07-31,2015,7,31,Friday,36.7400016784668,35.7400016784668,36.47999954223633,7757300.0,31.851625442504883,0.011927521679930164,32.14100360870361,32.98030117034912
2015-08-03,2015,8,3,Monday,36.5,35.63999938964844,35.86000061035156,2789300.0,31.310287475585938,-0.016995615118484575,32.02001340048654,32.93716251373291
2015-08-04,2015,8,4,Tuesday,36.0,35.11000061035156,35.15999984741211,5354200.0,30.6991024017334,-0.0195202638854437,31.855990273611887,32.89134742736817
2015-08-05,2015,8,5,Wednesday,35.619998931884766,35.11000061035156,35.189998626708984,3355600.0,30.72528839111328,0.000852988762902962,31.67512811933245,32.84865966796875
2015-08-06,2015,8,6,Thursday,35.22999954223633,34.31999969482422,34.93000030517578,3874400.0,30.4982852935791,-0.007388151891190575,31.506117003304617,32.80004322052002
2015-08-07,2015,8,7,Friday,35.150001525878906,34.66999816894531,34.88999938964844,6044200.0,30.46335792541504,-0.0011452239962951305,31.33648136683873,32.741007537841796
2015-08-10,2015,8,10,Monday,35.34000015258789,34.349998474121094,35.2599983215332,4338800.0,30.786409378051758,0.010604591044351075,31.23232991354806,32.6913837814331
2015-08-11,2015,8,11,Tuesday,35.56999969482422,34.619998931884766,35.45000076293945,5715000.0,30.95231056213379,0.005388779901052798,31.188673973083496,32.65288917541504
2015-08-12,2015,8,12,Wednesday,35.209999084472656,34.59000015258789,35.099998474121094,4021400.0,30.646711349487305,-0.009873227784821581,31.106974601745605,32.61296955108642
2015-08-13,2015,8,13,Thursday,35.06999969482422,34.130001068115234,34.25,7046700.0,29.90455436706543,-0.024216529269927345,30.999081475394114,32.54657669067383
2015-08-14,2015,8,14,Friday,34.54999923706055,34.06999969482422,34.22999954223633,3922000.0,29.887088775634766,-0.0005840445310196785,30.874972343444824,32.474453353881835
2015-08-17,2015,8,17,Monday,34.529998779296875,33.91999816894531,34.47999954223633,4071100.0,30.105375289916992,0.007303706156224221,30.779552732195175,32.41311840057373
2015-08-18,2015,8,18,Tuesday,34.91999816894531,34.43000030517578,34.650001525878906,4295700.0,30.253807067871094,0.004930407826665206,30.682885442461288,32.35943874359131
2015-08-19,2015,8,19,Wednesday,34.529998779296875,34.02000045776367,34.099998474121094,2849700.0,29.77358627319336,-0.015873069911512716,30.561270713806152,32.30361904144287
2015-08-20,2015,8,20,Thursday,34.15999984741211,33.54999923706055,33.65999984741211,6389600.0,29.3894100189209,-0.012903257630685672,30.385398183550155,32.236817321777345
2015-08-21,2015,8,21,Friday,33.79999923706055,32.18000030517578,32.189998626708984,9645800.0,28.105915069580078,-0.04367202160623529,30.156514440264022,32.131674194335936
2015-08-24,2015,8,24,Monday,32.619998931884766,30.75,32.0099983215332,12759800.0,27.948755264282227,-0.005591698576928761,29.960061073303223,32.026165351867675
2015-08-25,2015,8,25,Tuesday,33.06999969482422,31.700000762939453,31.709999084472656,6361000.0,27.686817169189453,-0.009372084467300867,29.743027414594376,31.916806297302244
2015-08-26,2015,8,26,Wednesday,32.91999816894531,31.889999389648438,32.84000015258789,4246700.0,28.673450469970703,0.03563549015952616,29.61268207005092,31.81763286590576
2015-08-27,2015,8,27,Thursday,33.279998779296875,32.400001525878906,32.970001220703125,2913700.0,28.786954879760742,0.003958519394410276,29.492938995361328,31.724721908569336
2015-08-28,2015,8,28,Friday,33.29999923706055,32.689998626708984,32.83000183105469,2864400.0,28.66472053527832,-0.004246171399266752,29.34138979230608,31.6213814163208
2015-08-31,2015,8,31,Monday,32.97999954223633,32.5099983215332,32.810001373291016,3256000.0,28.647254943847656,-0.0006093061821121903,29.176742962428502,31.52046901702881
2015-09-01,2015,9,1,Tuesday,32.630001068115234,32.06999969482422,32.27000045776367,3117500.0,28.175764083862305,-0.016458500505878604,29.00024672916957,31.40318328857422
2015-09-02,2015,9,2,Wednesday,33.029998779296875,32.380001068115234,32.63999938964844,4131600.0,28.498823165893555,0.011465849908087522,28.899837357657297,31.29374752044678
2015-09-03,2015,9,3,Thursday,33.279998779296875,32.720001220703125,33.0099983215332,4023100.0,28.82187843322754,0.011335740618251489,28.82375090462821,31.194418029785155
2015-09-04,2015,9,4,Friday,32.599998474121094,32.150001525878906,32.40999984741211,4513800.0,28.298002243041992,-0.018176337513851726,28.694652829851425,31.087562065124512
2015-09-08,2015,9,8,Tuesday,32.970001220703125,32.38999938964844,32.7599983215332,3789000.0,28.603599548339844,0.010799253695479294,28.57678086417062,30.984734992980957
2015-09-09,2015,9,9,Wednesday,33.18000030517578,32.5,32.540000915527344,3614600.0,28.41151237487793,-0.006715489536108454,28.479489871433803,30.89247375488281
2015-09-10,2015,9,10,Thursday,32.880001068115234,32.38999938964844,32.4900016784668,3245600.0,28.36785316467285,-0.0015366732199614264,28.406521524701798,30.797256355285644
2015-09-11,2015,9,11,Friday,32.400001525878906,31.6299991607666,32.34000015258789,3889900.0,28.236886978149414,-0.004616711238710658,28.415876661028182,30.694559173583983
2015-09-14,2015,9,14,Monday,32.65999984741211,32.13999938964844,32.18000030517578,3253200.0,28.097187042236328,-0.004947426960386636,28.426478930882045,30.58611701965332
2015-09-15,2015,9,15,Tuesday,32.36000061035156,31.68000030517578,31.770000457763672,5786300.0,27.73920440673828,-0.0127408709975102,28.43022087642125,30.46789581298828
2015-09-16,2015,9,16,Wednesday,32.06999969482422,31.739999771118164,32.0,6264200.0,27.940025329589844,0.007239606439569668,28.377833366394043,30.34618209838867
2015-09-17,2015,9,17,Thursday,32.79999923706055,32.11000061035156,32.22999954223633,4784700.0,28.140840530395508,0.007187366454997068,28.331682341439382,30.23878765106201
2015-09-18,2015,9,18,Friday,32.25,31.40999984741211,31.56999969482422,8205800.0,27.564579010009766,-0.020477765039153994,28.2531008039202,30.130345497131348
2015-09-21,2015,9,21,Monday,32.349998474121094,31.68000030517578,32.119998931884766,5625600.0,28.0447940826416,0.017421454993288732,28.210067885262625,30.035000228881835
2015-09-22,2015,9,22,Tuesday,32.0,31.479999542236328,31.700000762939453,3773600.0,27.678085327148438,-0.013075822714638474,28.174519402640207,29.93005058288574
2015-09-23,2015,9,23,Wednesday,31.920000076293945,31.15999984741211,31.270000457763672,2804500.0,27.30263900756836,-0.013564750420500205,28.089077677045548,29.81602035522461
2015-09-24,2015,9,24,Thursday,31.34000015258789,30.860000610351562,31.010000228881836,4604800.0,27.07562828063965,-0.008314607495113702,27.96434552328927,29.69762439727783
2015-09-25,2015,9,25,Friday,31.450000762939453,30.989999771118164,31.149999618530273,2821300.0,27.197866439819336,0.004514693358642852,27.885764394487655,29.576434555053712
2015-09-28,2015,9,28,Monday,31.209999084472656,30.040000915527344,30.1299991607666,4552400.0,26.30727767944336,-0.03274480233023358,27.72174140385219,29.445291290283205
2015-09-29,2015,9,29,Tuesday,30.360000610351562,29.6299991607666,30.219999313354492,4740500.0,26.38585662841797,0.002986966189816309,27.57705170767648,29.316243286132813
2015-09-30,2015,9,30,Wednesday,28.799999237060547,27.6299991607666,28.5,24607800.0,24.88408660888672,-0.05691571968574338,27.32821123940604,29.169034423828126
2015-10-01,2015,10,1,Thursday,29.020000457763672,27.59000015258789,27.959999084472656,9683300.0,24.412595748901367,-0.018947485089405358,27.055047580174037,29.026016464233397
2015-10-02,2015,10,2,Friday,27.979999542236328,27.329999923706055,27.959999084472656,9011400.0,24.412595748901367,0.0,26.79186248779297,28.87845832824707
2015-10-05,2015,10,5,Monday,29.149999618530273,27.969999313354492,29.079999923706055,7853900.0,25.601089477539062,0.04868362794608516,26.63913999285017,28.762178955078124
2015-10-06,2015,10,6,Tuesday,29.149999618530273,28.25,28.440000534057617,3889900.0,25.037656784057617,-0.022008152972386896,26.43182795388358,28.63043975830078
2015-10-07,2015,10,7,Wednesday,29.190000534057617,28.1200008392334,28.389999389648438,5360300.0,24.993640899658203,-0.0017579873699459236,26.207027980259486,28.501487579345703
2015-10-08,2015,10,8,Thursday,29.200000762939453,28.139999389648438,28.950000762939453,5090600.0,25.48664665222168,0.019725247495662623,26.05860424041748,28.379077529907228
2015-10-09,2015,10,9,Friday,27.540000915527344,26.5,27.420000076293945,14472200.0,24.139678955078125,-0.052849938068495916,25.779667445591517,28.232347259521486
2015-10-12,2015,10,12,Monday,27.6200008392334,26.90999984741211,27.0,4063400.0,23.769927978515625,-0.015317145569772261,25.500513349260604,28.0707133102417
2015-10-13,2015,10,13,Tuesday,27.260000228881836,26.639999389648438,26.8700008392334,3623700.0,23.655479431152344,-0.00481484619838668,25.240001950945175,27.917617149353028
2015-10-14,2015,10,14,Wednesday,27.09000015258789,26.489999771118164,26.639999389648438,5337100.0,23.452991485595703,-0.008559874939164436,24.981242179870605,27.772694931030273
2015-10-15,2015,10,15,Thursday,26.809999465942383,25.969999313354492,26.489999771118164,4895800.0,23.320940017700195,-0.005630474388591766,24.704318864004954,27.624607963562013
2015-10-16,2015,10,16,Friday,26.770000457763672,26.25,26.6299991607666,6328700.0,23.444190979003906,0.005284991137156858,24.49981267111642,27.483526077270508
2015-10-19,2015,10,19,Monday,27.0,26.559999465942383,26.90999984741211,5898300.0,23.690690994262695,0.010514332334161214,24.30730084010533,27.34807273864746
2015-10-20,2015,10,20,Tuesday,27.389999389648438,26.75,27.149999618530273,3906300.0,23.90198516845703,0.008918869198264678,24.237150737217494,27.210384254455565
2015-10-21,2015,10,21,Wednesday,27.5,26.889999389648438,26.979999542236328,3579200.0,23.752317428588867,-0.006261728421858348,24.189988000052317,27.066384391784666
2015-10-22,2015,10,22,Thursday,27.559999465942383,26.90999984741211,27.309999465942383,6647200.0,24.0428409576416,0.012231376156292662,24.163576943533762,26.934306983947753
2015-10-23,2015,10,23,Friday,27.5,26.709999084472656,26.950000762939453,5670100.0,23.725908279418945,-0.01318199786710006,24.029635429382324,26.810734062194825
2015-10-26,2015,10,26,Monday,27.219999313354492,26.65999984741211,26.969999313354492,3362500.0,23.743515014648438,0.0007420889865263902,23.937196731567383,26.687862586975097
2015-10-27,2015,10,27,Tuesday,26.979999542236328,26.139999389648438,26.520000457763672,3264000.0,23.347349166870117,-0.016685223208691258,23.819604464939662,26.55270206451416
2015-10-28,2015,10,28,Wednesday,27.350000381469727,26.540000915527344,27.170000076293945,3150700.0,23.919588088989258,0.024509802720179774,23.70767171042306,26.426017684936525
2015-10-29,2015,10,29,Thursday,27.170000076293945,26.479999542236328,26.700000762939453,4600300.0,23.505815505981445,-0.01729848279445423,23.6623957497733,26.300662269592284
2015-10-30,2015,10,30,Friday,27.290000915527344,26.510000228881836,27.219999313354492,3827100.0,23.963607788085938,0.019475703022854063,23.676230021885463,26.192146224975588
2015-11-02,2015,11,2,Monday,27.350000381469727,26.459999084472656,27.25,3961100.0,23.990020751953125,0.0011022114908891822,23.70012583051409,26.109828338623046
2015-11-03,2015,11,3,Tuesday,28.43000030517578,27.25,28.270000457763672,6649200.0,24.88799285888672,0.03743106836872934,23.802625928606307,26.048613090515136
2015-11-04,2015,11,4,Wednesday,28.469999313354492,27.8700008392334,28.020000457763672,4397000.0,24.66790199279785,-0.008843254951765966,23.89883749825614,25.988234786987306
2015-11-05,2015,11,5,Thursday,28.3799991607666,27.920000076293945,28.3700008392334,3554200.0,24.976030349731445,0.012491064583585398,24.008254596165248,25.91428638458252
2015-11-06,2015,11,6,Friday,28.649999618530273,28.040000915527344,28.489999771118164,5900600.0,25.081674575805664,0.004229824539565108,24.10761056627546,25.840180778503417
2015-11-09,2015,11,9,Monday,28.450000762939453,27.450000762939453,27.690000534057617,5101900.0,24.377378463745117,-0.028080107248497965,24.14156723022461,25.754433937072754
